Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Bag/Case material (product.metafields.shopify.bag-case-material),Bedding size (product.metafields.shopify.bedding-size),Care instructions (product.metafields.shopify.care-instructions),Case transparency level (product.metafields.shopify.case-transparency-level),Case type (product.metafields.shopify.case-type),Cleaning instructions (product.metafields.shopify.cleaning-instructions),Color (product.metafields.shopify.color-pattern),Drinkware insulation (product.metafields.shopify.drinkware-insulation),Drinkware material (product.metafields.shopify.drinkware-material),Drinkware shape (product.metafields.shopify.drinkware-shape),Fabric (product.metafields.shopify.fabric),Frame style (product.metafields.shopify.frame-style),Handle type (product.metafields.shopify.handle-type),Ingress protection (IP) rating (product.metafields.shopify.ingress-protection-ip-rating),Jewelry material (product.metafields.shopify.jewelry-material),MagSafe compatibility (product.metafields.shopify.magsafe-compatibility),Material (product.metafields.shopify.material),Microwave compatibility (product.metafields.shopify.microwave-compatibility),Mobile phone case features (product.metafields.shopify.mobile-phone-case-features),Neckline (product.metafields.shopify.neckline),Printing method (product.metafields.shopify.printing-method),Shape (product.metafields.shopify.shape),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Warmth rating (product.metafields.shopify.warmth-rating),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Status
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,iPhone 15,,,Glossy,,,Without gift packaging,,'21349345465581403774,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/17402506861493832215_2048.jpg?v=1783468266,22,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/12769607289887956292_2048.jpg?v=1783468259,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,iPhone 15,,,Matte,,,Without gift packaging,,'92698189493624438449,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/13265447350418878941_2048.jpg?v=1783468269,23,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/259485172312201248_2048.jpg?v=1783468260,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,iPhone 15 Pro,,,Glossy,,,Without gift packaging,,'24908983687476552650,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/10084055461323941570_2048.jpg?v=1783468270,24,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/55915975646644233_2048.jpg?v=1783468262,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,iPhone 15 Pro,,,Matte,,,Without gift packaging,,'84931217949433746838,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/5452686158002969286_2048.jpg?v=1783468272,25,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/2740393429822249720_2048.jpg?v=1783468265,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,iPhone 15 Pro Max,,,Glossy,,,Without gift packaging,,'26830927027209968344,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/11252502083531603203_2048.jpg?v=1783468274,26,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/10084055461323941570_2048.jpg?v=1783468270,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,iPhone 15 Pro Max,,,Matte,,,Without gift packaging,,'24148008272543274860,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/9498225978836087949_2048.jpg?v=1783468276,27,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/5452686158002969286_2048.jpg?v=1783468272,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,iPhone 15 Plus,,,Glossy,,,Without gift packaging,,'24011219971892375767,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/9103812220629526009_2048.jpg?v=1783468278,28,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/17402506861493832215_2048.jpg?v=1783468266,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,iPhone 15 Plus,,,Matte,,,Without gift packaging,,'11535018947382008054,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/2738735445682954741_2048.jpg?v=1783468280,29,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/13265447350418878941_2048.jpg?v=1783468269,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,iPhone 14,,,Glossy,,,Without gift packaging,,'33095428383523500443,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/15195344375278162452_2048.jpg?v=1783468281,30,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/11252502083531603203_2048.jpg?v=1783468274,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,iPhone 14,,,Matte,,,Without gift packaging,,'17037917415846650481,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/6878519461427344519_2048.jpg?v=1783468284,31,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/9498225978836087949_2048.jpg?v=1783468276,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,iPhone 14 Pro,,,Glossy,,,Without gift packaging,,'18990447892382162894,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/11315741165486541220_2048.jpg?v=1783468286,32,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/9103812220629526009_2048.jpg?v=1783468278,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,iPhone 14 Pro,,,Matte,,,Without gift packaging,,'13016586966844065452,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/13552637489310573241_2048.jpg?v=1783468288,33,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/2738735445682954741_2048.jpg?v=1783468280,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,iPhone 14 Pro Max,,,Glossy,,,Without gift packaging,,'26965522740484451598,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/17549876072465067499_2048.jpg?v=1783468290,34,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/11315741165486541220_2048.jpg?v=1783468286,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,iPhone 14 Pro Max,,,Matte,,,Without gift packaging,,'14301937099265403112,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/13246386945984599563_2048.jpg?v=1783468292,35,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/13552637489310573241_2048.jpg?v=1783468288,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,iPhone 14 Plus,,,Glossy,,,Without gift packaging,,'16737795569275941259,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/6404514436409576046_2048.jpg?v=1783468294,36,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/15195344375278162452_2048.jpg?v=1783468281,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,iPhone 14 Plus,,,Matte,,,Without gift packaging,,'22427178000759737245,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/2743347855740612499_2048.jpg?v=1783468296,37,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/6878519461427344519_2048.jpg?v=1783468284,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,iPhone 13,,,Glossy,,,Without gift packaging,,'98022401921092397983,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/1632328662337661526_2048.jpg?v=1783468299,38,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/17619717192355243895_2048.jpg?v=1783468230,lb,,15.38,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,iPhone 13,,,Matte,,,Without gift packaging,,'23270766123812574752,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/17474923700750922260_2048.jpg?v=1783468300,39,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/755712840556215170_2048.jpg?v=1783468233,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,iPhone 13 Mini,,,Glossy,,,Without gift packaging,,'17708708423099887041,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/5608672714517305319_2048.jpg?v=1783468302,40,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/8272988787022595481_2048.jpg?v=1783468234,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,iPhone 13 Mini,,,Matte,,,Without gift packaging,,'74207951356118384710,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/7834305173330358597_2048.jpg?v=1783468304,41,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/10843501044181486908_2048.jpg?v=1783468236,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,iPhone 13 Pro,,,Glossy,,,Without gift packaging,,'38300270703856558840,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/8446169080340626477_2048.jpg?v=1783468306,42,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/14616342109122359820_2048.jpg?v=1783468238,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,iPhone 13 Pro,,,Matte,,,Without gift packaging,,'85219848053632029558,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/3698959256490640504_2048.jpg?v=1783468308,43,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/5050623837984350413_2048.jpg?v=1783468240,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,iPhone 13 Pro Max,,,Glossy,,,Without gift packaging,,'23141855322236498038,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/9042642379689739068_2048.jpg?v=1783468310,44,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/6813062204588637833_2048.jpg?v=1783468241,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,iPhone 13 Pro Max,,,Matte,,,Without gift packaging,,'37553284675079268121,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/6344313248036778591_2048.jpg?v=1783468313,45,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/569900344552577065_2048.jpg?v=1783468242,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,iPhone 12,,,Glossy,,,Without gift packaging,,'29845135884127495418,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/4586487476430009523_2048.jpg?v=1783468314,46,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/6965076638969436936_2048.jpg?v=1783468247,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,iPhone 12 Mini,,,Glossy,,,Without gift packaging,,'18714753046493977400,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/17084250877607969089_2048.jpg?v=1783468316,47,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/10519351828345438613_2048.jpg?v=1783468249,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,iPhone 12 Pro,,,Glossy,,,Without gift packaging,,'70181362435536678840,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/3476590303983530650_2048.jpg?v=1783468318,48,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/8782706518125872178_2048.jpg?v=1783468250,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,iPhone 12 Pro Max,,,Glossy,,,Without gift packaging,,'14747746451366196515,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/14277669936033422153_2048.jpg?v=1783468319,49,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/3136978347764594290_2048.jpg?v=1783468251,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,iPhone 11 Pro,,,Glossy,,,Without gift packaging,,'24252358343507337633,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/491014792353056471_2048.jpg?v=1783468321,50,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/572384831338697241_2048.jpg?v=1783468244,lb,,11.27,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,iPhone 11 Pro Max,,,Glossy,,,Without gift packaging,,'31814059384600847973,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/13723936629815038725_2048.jpg?v=1783468323,51,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/16435783882355336318_2048.jpg?v=1783468245,lb,,11.27,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,Samsung Galaxy S25,,,Glossy,,,Without gift packaging,,'23101546481286768394,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/10610863006567039221_2048.jpg?v=1783468325,52,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/491014792353056471_2048.jpg?v=1783468321,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,Samsung Galaxy S25 Plus,,,Glossy,,,Without gift packaging,,'16140446465790492852,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/8532710657649229882_2048.jpg?v=1783468327,53,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/13723936629815038725_2048.jpg?v=1783468323,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,Samsung Galaxy S25 Ultra,,,Glossy,,,Without gift packaging,,'17598793713302253159,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/7280707219690155140_2048.jpg?v=1783468329,54,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/10610863006567039221_2048.jpg?v=1783468325,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,Samsung Galaxy S24,,,Glossy,,,Without gift packaging,,'27846888529100130897,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/15836569852224597050_2048.jpg?v=1783468331,55,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/8532710657649229882_2048.jpg?v=1783468327,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,Samsung Galaxy S24 Plus,,,Glossy,,,Without gift packaging,,'11305921845179125070,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/4531044518952847263_2048.jpg?v=1783468333,56,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/7280707219690155140_2048.jpg?v=1783468329,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,Samsung Galaxy S24 Ultra,,,Glossy,,,Without gift packaging,,'77957094827187329846,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/9942385606275887317_2048.jpg?v=1783468336,57,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/15836569852224597050_2048.jpg?v=1783468331,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,Samsung Galaxy S23,,,Glossy,,,Without gift packaging,,'31513563637180069831,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/4851995820008644225_2048.jpg?v=1783468337,58,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/4531044518952847263_2048.jpg?v=1783468333,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,Samsung Galaxy S23 Plus,,,Glossy,,,Without gift packaging,,'33815404752513191974,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/8741446571753369742_2048.jpg?v=1783468340,59,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/9942385606275887317_2048.jpg?v=1783468336,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,Samsung Galaxy S23 Ultra,,,Glossy,,,Without gift packaging,,'30470807447386142471,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/16310286872406107685_2048.jpg?v=1783468342,60,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/4851995820008644225_2048.jpg?v=1783468337,lb,,13.69,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,Samsung Galaxy S22,,,Glossy,,,Without gift packaging,,'19841299227317769139,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/4272549671666767636_2048.jpg?v=1783468344,61,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/1403594514519746756_2048.jpg?v=1783468253,lb,,11.27,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,Samsung Galaxy S22 Plus,,,Glossy,,,Without gift packaging,,'20572026726074943973,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/1920200783895558009_2048.jpg?v=1783468346,62,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/9238738428281646848_2048.jpg?v=1783468254,lb,,11.27,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,Samsung Galaxy S22 Ultra,,,Glossy,,,Without gift packaging,,'12937442698510084663,99.7903214,shopify,deny,manual,37.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/4519095838634773767_2048.jpg?v=1783468347,63,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/4504264777111907372_2048.jpg?v=1783468256,lb,,11.27,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/9607340353480350530_2048.jpg?v=1783468349,64,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/9709797129342041872_2048.jpg?v=1783468350,65,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/6379269485403381939_2048.jpg?v=1783468352,66,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/13155457289841037997_2048.jpg?v=1783468355,67,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/5054777024163033733_2048.jpg?v=1783468356,68,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/15703280671003298303_2048.jpg?v=1783468358,69,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
land-of-the-free-iphone-impact-resistant-case-patriotic-stars-stripes-phone-cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0652/3043/8568/files/15953862610349184757_2048.jpg?v=1783468359,70,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
